2014-08-24 00:00:00,7200.0,76
2014-08-24 02:00:00,7200.0,91
2014-08-24 04:00:00,7200.0,69
2014-08-24 06:00:00,7200.0,76
2014-08-24 08:00:00,7200.0,39
2014-08-24 10:00:00,7200.0,36
2014-08-24 12:00:00,7200.0,59
2014-08-24 14:00:00,7200.0,58
2014-08-24 16:00:00,7200.0,58
2014-08-24 18:00:00,7200.0,66
2014-08-24 20:00:00,7200.0,70
2014-08-24 22:00:00,7200.0,34
2014-08-25 00:00:00,7200.0,74
2014-08-25 02:00:00,7200.0,182
2014-08-25 04:00:00,7200.0,93
2014-08-25 06:00:00,7200.0,47
2014-08-25 08:00:00,7200.0,37
2014-08-25 10:00:00,7200.0,26
2014-08-25 12:00:00,7200.0,23
2014-08-25 14:00:00,7200.0,67
2014-08-25 16:00:00,7200.0,62
2014-08-25 18:00:00,7200.0,267
2014-08-25 20:00:00,7200.0,464
2014-08-25 22:00:00,7200.0,163
2014-08-26 00:00:00,7200.0,91
2014-08-26 02:00:00,7200.0,125
2014-08-26 04:00:00,7200.0,114
2014-08-26 06:00:00,7200.0,112
2014-08-26 08:00:00,7200.0,308
2014-08-26 10:00:00,7200.0,215
2014-08-26 12:00:00,7200.0,328
2014-08-26 14:00:00,7200.0,169
2014-08-26 16:00:00,7200.0,243
2014-08-26 18:00:00,7200.0,160
2014-08-26 20:00:00,7200.0,90
2014-08-26 22:00:00,7200.0,247
2014-08-27 00:00:00,7200.0,121
2014-08-27 02:00:00,7200.0,193
2014-08-27 04:00:00,7200.0,170
2014-08-27 06:00:00,7200.0,142
2014-08-27 08:00:00,7200.0,164
2014-08-27 10:00:00,7200.0,107
2014-08-27 12:00:00,7200.0,97
2014-08-27 14:00:00,7200.0,181
2014-08-27 16:00:00,7200.0,124
2014-08-27 18:00:00,7200.0,106
2014-08-27 20:00:00,7200.0,241
2014-08-27 22:00:00,7200.0,177
2014-08-28 00:00:00,7200.0,107
2014-08-28 02:00:00,7200.0,141
2014-08-28 04:00:00,7200.0,83
2014-08-28 06:00:00,7200.0,49
2014-08-28 08:00:00,7200.0,75
2014-08-28 10:00:00,7200.0,66
2014-08-28 12:00:00,7200.0,147
2014-08-28 14:00:00,7200.0,167
2014-08-28 16:00:00,7200.0,203
2014-08-28 18:00:00,7200.0,163
2014-08-28 20:00:00,7200.0,157
2014-08-28 22:00:00,7200.0,200
2014-08-29 00:00:00,7200.0,77
2014-08-29 02:00:00,7200.0,186
2014-08-29 04:00:00,7200.0,130
2014-08-29 06:00:00,7200.0,205
2014-08-29 08:00:00,7200.0,170
2014-08-29 10:00:00,7200.0,194
2014-08-29 12:00:00,7200.0,193
2014-08-29 14:00:00,7200.0,204
2014-08-29 16:00:00,7200.0,156
2014-08-29 18:00:00,7200.0,212
2014-08-29 20:00:00,7200.0,242
2014-08-29 22:00:00,7200.0,171
2014-08-30 00:00:00,7200.0,82
2014-08-30 02:00:00,7200.0,137
2014-08-30 04:00:00,7200.0,89
2014-08-30 06:00:00,7200.0,57
2014-08-30 08:00:00,7200.0,77
2014-08-30 10:00:00,7200.0,96
2014-08-30 12:00:00,7200.0,133
2014-08-30 14:00:00,7200.0,182
2014-08-30 16:00:00,7200.0,129
2014-08-30 18:00:00,7200.0,95
2014-08-30 20:00:00,7200.0,80
2014-08-30 22:00:00,7200.0,168
2014-08-31 00:00:00,7200.0,84
2014-08-31 02:00:00,7200.0,80
2014-08-31 04:00:00,7200.0,55
2014-08-31 06:00:00,7200.0,36
2014-08-31 08:00:00,7200.0,28
